slope_angle,wolf_prob,rain_mm,cold_resistance,is_safe
14.39,0.0,9.44,Medium,1
12.08,0.163,29.5,Medium,1
43.7,0.301,55.45,Low,0
56.83,0.119,20.55,Low,1
43.18,0.692,39.1,Medium,0
24.98,0.842,10.53,Low,1
21.61,0.491,26.71,Medium,1
18.75,0.406,24.22,Medium,1
39.13,0.121,38.42,High,1
20.61,0.186,24.96,Medium,1
18.13,0.102,5.63,High,1
54.52,0.152,6.7,Low,1
8.79,0.088,8.96,Low,1
42.31,0.361,66.7,High,0
37.4,0.815,5.53,Medium,1
13.4,0.148,3.54,Medium,1
39.71,0.202,9.36,Medium,1
28.9,0.407,8.65,Low,1
23.37,0.167,0.0,Medium,1
18.04,0.581,30.88,Medium,1
35.84,0.292,52.73,Medium,1
9.74,0.079,65.61,Medium,1
25.2,0.52,17.93,Medium,1
15.04,0.273,41.8,Medium,1
34.13,0.249,10.24,Medium,1
13.15,0.129,0.0,Medium,1
39.54,0.258,99.44,Low,0
32.38,0.249,40.6,Medium,0
37.52,0.254,0.0,High,1
47.51,0.727,23.97,Medium,0
34.74,0.018,41.88,Low,0
45.24,0.274,64.58,Low,0
48.97,0.259,0.0,Medium,0
17.43,0.238,39.73,Medium,1
12.94,0.161,8.38,High,1
43.91,0.558,83.44,Low,0
18.23,0.442,114.47,Low,0
20.1,0.166,114.13,Medium,0
18.28,0.362,17.23,Low,1
35.37,0.339,25.48,Medium,0
7.01,0.089,11.75,High,1
8.81,0.259,1.44,Medium,1
39.96,0.695,30.62,High,0
8.23,0.11,15.0,High,1
6.45,0.042,21.42,Medium,1
49.04,0.201,19.14,Medium,1
18.98,0.092,12.41,Medium,1
19.44,0.0,14.36,High,1
43.49,0.511,29.03,High,0
2.14,0.189,29.87,Medium,1
25.6,0.134,47.46,Medium,1
45.54,0.355,44.62,Medium,1
38.59,0.397,53.85,Medium,0
29.07,0.105,16.46,Medium,1
37.74,0.535,26.24,Low,0
33.64,0.443,11.43,Medium,1
15.21,0.0,32.25,Medium,1
14.36,0.0,1.13,Medium,1
27.98,0.13,17.48,Medium,1
38.81,0.017,8.09,Medium,1
40.04,0.476,38.18,Low,0
16.59,0.15,15.21,High,1
46.4,0.599,70.94,Low,0
28.67,0.642,51.2,Medium,0
17.05,0.451,9.08,High,1
49.34,0.374,22.06,High,0
54.51,0.432,28.28,High,0
46.25,0.573,84.04,Low,0
21.3,0.097,38.32,Medium,1
35.34,0.282,11.2,High,1
22.47,0.403,50.54,Low,0
7.17,0.08,11.6,High,1
34.78,0.162,41.62,Low,0
47.41,0.39,10.34,Medium,1
26.17,0.153,7.59,High,1
19.92,0.289,51.28,Low,0
34.5,0.415,36.49,Medium,0
5.9,0.39,5.07,High,1
14.51,0.021,72.97,Medium,1
55.23,0.553,26.79,Low,0
55.46,0.282,93.3,Medium,0
37.29,0.502,86.87,High,0
1.98,0.069,2.76,Medium,1
28.88,0.539,19.89,Medium,1
42.95,0.645,45.91,Medium,0
41.18,0.507,29.59,Medium,0
20.53,0.024,26.01,High,1
42.82,0.214,13.08,High,1
10.56,0.045,0.0,High,1
35.69,0.57,52.1,Low,0
33.44,0.327,3.71,Low,1
26.18,0.173,12.11,Low,1
36.24,0.731,33.0,Medium,0
46.2,0.31,0.0,Medium,1
53.43,0.169,37.43,Medium,0
3.93,0.174,28.65,Medium,1
2.43,0.065,51.04,Low,1
37.22,0.135,4.07,Medium,1
22.92,0.004,21.94,High,1
15.2,0.195,13.11,High,1
26.76,0.261,39.45,Medium,1
43.32,0.258,0.0,Low,0
27.07,0.668,21.2,Medium,1
50.23,0.503,3.98,Medium,0
24.52,0.105,3.92,Medium,1
44.33,0.646,34.83,Medium,0
1.0,0.18,0.0,Medium,1
4.08,0.064,39.03,Medium,1
37.58,0.289,7.14,High,1
16.78,0.034,10.52,Medium,1
32.65,0.336,0.0,Medium,1
30.38,0.453,0.0,Low,0
51.38,0.685,31.02,Medium,0
24.6,0.158,6.85,Medium,1
38.78,0.548,70.05,Medium,0
45.06,0.629,32.72,Medium,0
49.52,0.087,17.03,Low,1
24.43,0.119,10.36,High,1
10.44,0.186,34.42,Medium,1
21.63,0.411,57.52,Medium,0
10.49,0.146,68.55,Low,1
39.97,0.414,10.96,Medium,1
28.23,0.547,20.62,Low,1
23.49,0.214,4.79,High,1
11.94,0.163,72.85,High,1
51.69,0.236,24.65,Low,0
9.85,0.095,6.39,Medium,1
46.8,0.609,42.74,Low,0
12.01,0.357,82.29,Low,0
54.2,0.285,42.87,High,0
43.42,0.428,27.77,Medium,0
32.62,0.276,7.39,High,1
17.65,0.017,12.29,Medium,1
20.7,0.357,38.54,Medium,1
17.33,0.057,12.25,High,1
27.48,0.029,84.27,Medium,0
40.18,0.484,20.67,High,1
16.12,0.18,68.94,Medium,0
46.46,0.444,34.8,High,0
8.33,0.289,18.72,High,1
18.29,0.195,28.69,Low,1
21.88,0.127,1.82,High,1
22.2,0.202,34.86,Medium,1
51.01,0.29,31.6,High,1
48.29,0.583,25.47,High,0
13.39,0.258,25.75,Medium,1
40.37,0.303,33.35,Medium,0
31.5,0.053,78.71,Medium,0
62.79,0.216,0.0,High,1
22.77,0.215,0.0,High,1
38.84,0.656,58.58,Medium,0
26.65,0.066,52.9,Medium,1
54.22,0.456,64.89,Low,0
14.31,0.605,10.1,Low,0
25.45,0.361,52.53,Low,0
25.04,0.496,29.36,Medium,0
20.6,0.643,1.37,Medium,1
30.0,0.422,88.73,Low,0
31.58,0.022,4.11,Medium,1
45.45,0.13,30.13,Medium,1
20.91,0.298,6.1,Medium,1
13.49,0.269,8.06,Medium,1
59.09,0.285,7.15,Low,1
41.79,0.155,0.01,Medium,1
20.71,0.462,41.93,Medium,1
29.98,0.704,45.48,Low,0
42.56,0.137,1.88,Low,1
57.3,0.135,5.86,Low,1
31.31,0.741,49.46,Medium,0
56.0,0.373,50.71,Medium,0
17.8,0.212,52.49,Medium,1
31.76,0.033,85.93,Low,0
5.42,0.329,56.85,Medium,1
36.57,0.108,18.88,Medium,1
31.49,0.377,48.14,Low,0
12.67,0.067,15.57,Medium,1
31.99,0.028,24.62,Medium,1
26.73,0.269,14.75,Low,1
24.9,0.085,31.98,Low,1
18.19,0.85,50.16,Low,0
49.45,0.324,10.04,Medium,1
25.77,0.801,29.97,High,1
7.9,0.282,30.81,Medium,1
22.12,0.723,76.1,High,0
22.41,0.181,27.74,Medium,1
39.67,0.028,12.41,Low,1
16.61,0.71,29.69,Medium,1
43.41,0.16,10.67,Medium,1
38.54,0.054,2.14,Medium,1
23.11,0.114,33.56,Medium,1
54.56,0.535,56.64,Low,0
33.13,0.015,0.0,High,1
25.04,0.271,22.75,High,1
7.68,0.063,14.27,High,0
10.96,0.0,68.27,Low,1
21.05,0.301,0.0,High,1
15.1,0.656,20.77,Medium,1
13.76,0.104,4.86,High,1
54.58,0.221,2.22,High,1
29.33,0.64,36.73,Medium,1
34.14,0.08,12.77,Medium,1
29.96,0.25,50.9,High,1
52.02,0.327,8.83,Medium,1
39.84,0.795,72.0,Medium,0
37.21,0.103,4.42,Low,1
22.33,0.076,15.68,Medium,1
19.73,0.101,134.66,High,0
30.99,0.659,59.47,Medium,0
2.67,0.307,16.8,High,1
38.27,0.491,58.58,Low,0
1.0,0.12,30.82,Medium,1
20.0,0.097,19.53,Medium,1
46.61,0.233,51.17,Low,0
39.93,0.231,74.25,Medium,0
33.06,0.69,16.4,Low,1
49.28,0.044,7.94,High,0
47.82,0.342,8.07,High,1
15.79,0.033,28.57,High,1
46.21,0.387,1.86,Medium,1
28.84,0.067,49.1,Low,0
50.81,0.372,13.62,Medium,0
30.93,0.948,39.51,Medium,0
24.21,0.662,30.92,Medium,1
37.81,0.787,12.37,Medium,1
16.35,0.059,11.3,Medium,1
24.91,0.809,18.62,Medium,1
39.74,0.306,13.86,Low,0
11.23,0.222,70.81,Medium,1
37.33,0.273,41.72,Low,0
49.3,0.515,46.16,Low,0
55.95,0.095,25.29,Medium,1
21.77,0.307,26.06,Medium,1
22.96,0.465,17.22,Low,1
51.9,0.368,73.41,Low,0
17.67,0.0,0.34,Medium,1
45.08,0.28,62.67,High,0
10.21,0.192,23.4,High,1
20.94,0.177,65.98,Medium,0
33.51,0.157,37.29,High,1
22.58,0.819,49.48,High,0
40.19,0.442,17.03,Low,1
32.14,0.201,23.42,Medium,1
21.44,0.022,46.04,High,1
5.83,0.472,62.11,High,1
24.05,0.497,32.52,Medium,1
22.04,0.083,1.74,High,1
18.84,0.099,93.73,Medium,0
58.61,0.456,108.05,Medium,0
46.55,0.378,4.91,High,1
38.29,0.129,22.5,Medium,1
4.25,0.223,67.42,Medium,1
9.46,0.32,20.44,High,1
17.14,0.432,65.57,Low,0
57.13,0.716,116.3,Medium,0
30.15,0.583,52.71,Low,0
18.35,0.048,72.6,Medium,1
26.34,0.172,26.05,Medium,1
2.23,0.158,29.72,High,1
39.35,0.059,17.53,Medium,1
39.47,0.516,87.34,Medium,0
27.98,0.202,2.44,Low,0
21.95,0.35,79.4,Medium,0
1.12,0.192,40.2,High,1
46.71,0.011,8.73,Medium,1
43.83,0.112,25.8,High,1
20.79,0.152,5.49,High,1
23.43,0.772,28.12,Low,0
41.43,0.521,44.25,Low,0
25.75,0.757,49.0,Medium,0
17.02,0.169,7.82,Medium,1
14.62,0.285,9.1,Medium,1
16.45,0.308,28.53,Medium,0
33.42,0.872,12.96,Medium,1
18.44,0.505,10.24,Low,1
43.03,0.001,2.84,Medium,1
12.8,0.204,102.15,High,0
56.33,0.33,125.28,Medium,0
10.59,0.1,89.0,Medium,1
16.23,0.228,36.86,Low,1
50.4,0.043,16.69,Low,1
15.06,0.091,0.0,Medium,1
37.15,0.026,19.97,High,1
37.79,0.574,21.14,Medium,1
36.82,0.297,31.34,Medium,0
54.53,0.281,99.9,High,0
14.09,0.018,10.65,Medium,1
22.46,0.055,10.36,High,1
1.0,0.226,22.17,Medium,1
42.65,0.38,42.2,Medium,1
47.6,0.378,10.52,Low,1
20.75,0.763,16.49,Medium,1
38.58,0.422,5.31,Low,1
6.02,0.302,58.39,Low,1
51.42,0.546,65.9,High,0
21.74,0.054,49.93,High,1
47.78,0.067,0.0,Medium,1
51.52,0.417,68.69,Low,0
12.82,0.418,44.45,Medium,1
37.71,0.746,18.41,High,1
47.33,0.589,82.41,High,0
42.03,0.001,12.03,Medium,1
33.47,0.635,58.33,High,0
23.57,0.064,11.68,High,1
13.68,0.253,8.11,High,1
44.09,0.618,72.21,Medium,0
23.82,0.291,30.53,Low,0
32.16,0.227,0.0,High,1
51.75,0.313,46.44,Low,0
44.48,0.685,40.45,Medium,0
46.18,0.144,12.46,Medium,1
61.58,0.338,54.62,High,0
32.73,0.294,16.36,Medium,1
6.76,0.24,12.19,Medium,1
52.12,0.284,9.84,High,1
37.05,0.239,53.55,Low,0
52.2,0.221,15.0,Medium,1
18.57,0.076,20.85,Medium,1
34.8,0.677,29.32,Medium,0
52.89,0.727,36.75,Low,1
44.7,0.309,4.67,Low,1
18.11,0.561,31.53,Medium,1
40.7,0.582,52.18,Low,0
18.02,0.047,27.79,High,1
34.79,0.506,49.13,Low,0
15.57,0.804,45.21,Medium,0
20.41,0.353,51.7,Medium,1
44.04,0.0,17.4,Medium,1
44.68,0.672,51.06,Medium,0
1.32,0.11,44.5,Low,1
56.86,0.228,10.31,Medium,1
7.89,0.451,24.79,High,1
52.39,0.565,50.91,Low,0
50.63,0.57,25.04,Medium,0
23.89,0.812,26.67,High,1
17.24,0.032,30.34,Medium,1
35.03,0.459,19.77,High,1
43.82,0.481,23.68,Low,0
16.54,0.078,39.64,Medium,1
17.23,0.098,54.2,High,1
28.69,0.373,15.11,Medium,1
17.45,0.147,8.07,High,1
39.17,0.624,42.55,Medium,0
52.95,0.446,58.87,Low,0
47.79,0.388,65.89,High,0
13.41,0.062,38.84,Low,1
11.37,0.206,4.7,Medium,1
33.95,0.097,87.29,High,1
19.39,0.06,0.0,High,1
57.98,0.622,82.63,Low,0
10.77,0.006,0.52,High,1
43.99,0.7,37.06,Medium,0
30.14,0.347,8.51,Low,1
14.9,0.055,33.75,Medium,0
10.85,0.16,55.53,Medium,1
20.35,0.722,48.13,Medium,0
51.01,0.198,21.58,Low,0
14.76,0.008,60.65,Low,1
31.79,0.187,49.96,Low,0
50.31,0.07,0.08,Low,1
22.44,0.205,0.0,Medium,1
37.38,0.286,41.34,Medium,1
22.95,0.127,29.78,Medium,1
23.08,0.069,35.22,Medium,1
19.85,0.235,61.16,Low,0
21.21,0.344,66.86,High,1
50.43,0.157,16.08,High,1
14.98,0.237,68.29,Medium,1
49.79,0.429,71.06,Low,0
53.61,0.202,73.33,Low,0
48.12,0.119,8.16,Medium,1
24.4,0.074,14.24,Medium,1
29.98,0.175,40.5,Medium,1
30.48,0.497,11.83,Medium,1
35.99,0.718,53.75,Low,0
44.2,0.913,21.5,Medium,0
58.43,0.207,33.51,Low,0
54.43,0.588,0.0,Medium,1
6.28,0.146,68.63,Low,1
49.36,0.211,51.4,Medium,0
20.91,0.285,21.25,High,1
38.75,0.446,54.06,Low,0
28.22,0.223,37.24,Low,1
35.3,0.888,3.91,Medium,1
16.02,0.17,32.3,Medium,1
21.06,0.025,13.08,High,1
16.09,0.697,31.51,Medium,1
39.81,0.33,42.62,Low,0
44.93,0.212,6.56,Medium,1
47.26,0.173,8.39,Low,1
20.37,0.069,33.58,Medium,1
34.27,0.311,51.74,High,0
21.26,0.105,4.0,High,1
42.24,0.06,3.22,Medium,1
33.62,0.77,27.04,Low,1
11.37,0.505,35.07,Low,1
21.17,0.332,8.51,High,1
25.4,0.247,17.28,Medium,1
53.75,0.283,23.7,Low,0
17.83,0.333,6.8,Medium,1
51.44,0.344,27.38,Low,0
26.47,0.298,37.77,Medium,1
28.42,0.322,36.43,Medium,0
36.8,0.348,24.84,Low,0
7.94,0.224,4.41,High,1
43.93,0.358,13.52,Medium,1
8.04,0.037,0.49,Medium,1
20.52,0.355,27.51,Medium,1
39.17,0.072,0.0,Medium,1
38.53,0.175,4.41,Low,0
57.5,0.175,4.18,Medium,1
1.0,0.297,33.95,High,1
24.86,0.141,11.35,Low,1
63.31,0.192,46.11,Low,0
32.31,0.221,48.13,Medium,0
32.71,0.853,37.65,Medium,1
41.26,0.805,10.54,High,1
36.69,0.483,34.84,Low,0
27.97,0.57,0.0,Low,1
11.95,0.132,23.45,High,1
26.86,0.25,36.41,Low,0
19.49,0.036,37.34,Low,1
10.32,0.144,7.61,Medium,1
45.15,0.498,68.43,Medium,0
22.11,0.218,50.76,Medium,1
47.76,0.0,8.01,High,1
35.33,0.107,48.18,High,0
35.58,0.167,42.33,Medium,0
48.84,0.643,57.88,Medium,0
20.38,0.094,53.05,Medium,1
21.21,0.151,3.24,High,1
45.28,0.2,78.89,Medium,0
22.41,0.533,82.85,High,0
23.66,0.28,38.14,High,1
50.12,0.096,2.89,High,1
21.82,0.651,69.86,Medium,0
24.19,0.147,93.11,Medium,0
21.42,0.108,0.0,Medium,1
25.79,0.484,32.91,High,1
24.2,0.174,88.46,Medium,0
24.31,0.16,47.2,Medium,1
43.1,0.73,82.0,Medium,0
35.49,0.287,6.32,Medium,1
18.05,0.104,10.47,High,1
20.28,0.139,67.65,Medium,0
51.31,0.403,81.37,Low,0
51.31,0.076,11.42,High,0
7.34,0.094,47.36,Medium,1
34.71,0.08,86.32,Medium,0
57.74,0.063,40.14,Medium,0
16.83,0.181,70.22,Medium,0
17.27,0.148,7.26,High,0
24.61,0.447,48.46,Low,0
37.85,0.202,29.29,Medium,0
38.38,0.131,0.0,Low,1
19.29,0.006,14.41,High,1
7.1,0.076,38.93,High,1
20.02,0.202,64.36,Medium,0
34.86,0.309,34.78,High,1
1.0,0.853,15.28,Low,1
13.53,0.54,24.21,Medium,1
19.91,0.443,42.43,Medium,0
47.92,0.686,37.68,High,0
12.45,0.223,53.37,Medium,1
33.15,0.059,16.34,Medium,1
13.88,0.918,22.72,Medium,0
52.99,0.269,5.79,Low,0
20.93,0.561,53.78,High,1
25.88,0.708,40.32,Low,0
41.82,0.273,0.0,Medium,1
47.5,0.231,12.51,Medium,1
11.38,0.042,10.85,Medium,1
4.36,0.187,10.8,Medium,1
4.32,0.051,3.17,High,1
44.24,0.778,50.85,Low,0
41.88,0.326,81.28,Low,0
32.89,0.296,51.22,Medium,0
39.95,0.743,53.69,Low,0
43.77,0.142,16.13,Medium,1
33.1,0.309,2.28,High,0
27.24,0.311,13.24,Medium,1
45.96,0.386,37.65,Medium,0
37.37,0.125,86.73,Medium,0
16.91,0.313,42.47,High,1
3.33,0.011,2.42,Medium,1
18.36,0.845,59.66,Medium,0
48.67,0.373,32.72,Low,0
7.9,0.268,40.14,High,1
15.4,0.396,28.44,Medium,1
51.7,0.301,10.03,High,1
45.85,0.407,20.23,Medium,1
37.96,0.215,0.0,Low,1
43.11,0.065,30.3,High,1
19.99,0.402,20.66,Medium,1
43.75,0.647,45.38,Low,0
8.55,0.22,20.1,Medium,1
45.28,0.9,66.01,Medium,0
60.16,0.19,15.75,Medium,1
46.31,0.349,7.94,Medium,1
55.2,0.126,16.23,Medium,1
4.5,0.137,5.55,High,1
38.24,0.686,24.69,Medium,0
26.41,0.199,32.24,Medium,1
23.32,0.436,7.72,Low,1
11.49,0.334,37.39,Medium,1
5.0,0.146,9.41,Medium,1
47.49,0.746,43.63,Medium,0
38.34,0.241,3.01,Low,0
18.64,0.041,35.64,High,1
33.82,0.717,29.3,Medium,0
45.79,0.383,28.04,Low,0
25.87,0.222,7.43,Medium,1
43.56,0.588,7.91,Medium,1
13.48,0.06,32.33,Medium,1
3.53,0.003,17.77,High,1
1.0,0.196,30.31,Medium,1
18.61,0.135,86.72,Medium,0
30.68,0.44,16.37,Medium,1
6.32,0.081,2.38,High,1
10.29,0.0,77.31,High,1
4.56,0.03,91.66,Medium,1
9.44,0.199,5.89,High,1
48.71,0.084,33.72,Medium,0
41.52,0.859,27.58,Low,0
15.71,0.043,53.63,Medium,1
41.75,0.458,82.63,Low,0
52.56,0.506,44.42,Medium,0
35.28,0.747,35.19,Medium,0
19.55,0.046,9.73,High,1
53.21,0.125,0.0,Medium,1
36.41,0.262,38.97,Low,0
3.48,0.287,57.16,Medium,1
5.8,0.139,23.13,High,1
38.77,0.494,25.28,Low,1
18.38,0.054,9.5,High,1
39.79,0.35,16.99,Medium,0
29.91,0.63,12.32,Low,1
29.06,0.34,70.84,Medium,1
44.5,0.416,9.38,Medium,1
49.01,0.193,80.3,Medium,0
31.47,0.253,5.96,Medium,1
34.08,0.517,64.75,Medium,0
40.62,0.532,78.63,Medium,0
37.06,0.37,32.98,Medium,0
41.39,0.671,17.08,Medium,1
23.84,0.009,0.16,Medium,1
46.07,0.245,1.86,Medium,0
32.5,0.428,6.88,Low,1
13.83,0.126,73.51,Medium,1
26.27,0.054,38.14,High,1
44.49,0.099,4.49,Low,1
57.53,0.264,79.6,Low,0
36.48,0.4,45.08,Low,0
3.35,0.068,7.12,High,1
46.42,0.105,16.47,Medium,1
32.24,0.666,46.99,High,0
21.39,0.115,46.16,Medium,1
14.58,0.009,37.04,Medium,1
6.67,0.315,55.91,Medium,1
51.14,0.417,35.16,Medium,0
53.68,0.681,59.03,Medium,0
42.87,0.416,57.65,Low,0
62.75,0.39,20.54,High,0
12.24,0.292,20.58,Medium,1
49.38,0.187,36.95,Medium,0
16.4,0.105,14.97,High,1
16.42,0.074,6.42,Medium,1
34.99,0.0,19.05,Low,1
30.14,0.325,29.58,Low,1
44.81,0.011,13.44,Medium,0
17.39,0.345,72.33,Low,0
23.46,0.106,116.72,Medium,0
25.39,0.052,65.8,Low,0
40.84,0.106,11.79,Medium,1
7.92,0.029,10.05,High,1
29.77,0.428,86.42,Medium,0
21.53,0.182,36.63,Low,1
10.3,0.0,22.28,High,1
47.21,0.215,38.24,Medium,0
9.49,0.57,41.4,Medium,1
29.1,0.564,23.43,High,1
28.29,0.284,41.05,Low,0
13.03,0.129,9.73,Medium,1
25.1,0.754,57.01,Low,0
32.95,0.474,36.47,Medium,1
14.32,0.203,23.39,High,1
23.27,0.097,44.03,Medium,1
20.37,0.756,19.69,Medium,1
21.19,0.245,24.05,Low,1
42.09,0.199,24.61,Medium,1
30.93,0.59,17.56,High,1
52.11,0.68,29.35,Medium,0
52.83,0.165,19.84,Medium,0
18.29,0.201,39.03,Medium,1
14.9,0.119,16.94,High,1
11.68,0.019,6.54,High,1
38.41,0.419,32.98,Medium,0
30.64,0.008,10.45,Medium,1
52.08,0.401,64.86,Medium,0
24.2,0.255,56.89,Medium,0
30.22,0.487,21.71,High,1
20.92,0.351,0.0,Medium,1
45.93,0.138,29.48,Medium,0
19.37,0.379,51.35,Medium,0
43.23,0.169,7.62,High,1
23.43,0.196,6.89,Medium,1
13.23,0.258,28.23,High,1
49.15,0.191,29.51,High,1
51.38,0.513,29.31,Medium,0
16.57,0.246,54.68,High,1
23.91,0.092,38.76,High,1
23.09,0.236,2.24,Medium,1
22.51,0.293,8.71,Medium,1
46.92,0.272,0.0,High,1
19.3,0.77,14.7,Low,1
9.92,0.14,5.79,Medium,1
20.75,0.099,4.74,Medium,1
19.28,0.358,24.45,High,0
39.33,0.281,14.71,High,1
11.57,0.307,11.82,High,1
14.29,0.048,16.17,Medium,1
35.28,0.028,6.36,Medium,1
57.98,0.726,37.03,Low,1
15.69,0.055,47.87,High,1
51.3,0.194,2.02,Medium,1
24.08,0.214,12.18,Medium,1
50.78,0.355,32.65,Medium,0
35.48,0.695,78.02,Low,0
13.51,0.025,16.21,Medium,1
21.12,0.54,14.46,High,1
31.98,0.142,29.48,Medium,1
49.9,0.103,18.67,High,1
6.46,0.0,10.62,High,1
9.95,0.105,28.82,High,1
9.49,0.049,23.26,Medium,1
38.56,0.276,12.04,Medium,1
24.99,0.482,23.13,Medium,1
32.65,0.115,7.37,Medium,1
28.29,0.776,21.06,Medium,1
31.59,0.53,12.63,Medium,1
18.1,0.482,51.69,Medium,0
13.18,0.085,21.14,Medium,1
20.54,0.517,51.85,Medium,0
21.6,0.165,62.91,Medium,0
6.08,0.047,13.16,High,0
33.94,0.526,52.48,High,0
8.72,0.21,33.66,High,1
18.67,0.119,55.08,High,1
12.1,0.472,3.15,Medium,1
24.51,0.607,27.93,Medium,0
20.37,0.056,49.54,Medium,1
42.12,0.151,35.32,High,0
49.78,0.343,50.62,High,0
12.27,0.057,14.61,High,1
35.14,0.32,9.81,Low,0
34.64,0.689,34.39,Low,0
18.12,0.072,18.29,High,1
42.01,0.196,1.59,High,1
40.87,0.374,64.13,Medium,0
12.96,0.002,40.53,Medium,1
40.69,0.266,44.01,Low,0
43.02,0.269,78.41,Medium,1
51.13,0.0,6.53,Medium,1
45.81,0.419,82.16,Medium,0
31.76,0.185,5.92,Low,1
24.42,0.795,10.21,High,1
40.87,0.231,0.0,Medium,1
30.77,0.141,60.26,Medium,0
25.44,0.009,11.39,High,1
1.0,0.031,2.58,High,1
46.63,0.0,26.25,High,0
9.07,0.103,0.0,High,1
54.31,0.421,57.18,Low,0
14.7,0.1,13.54,Medium,1
11.41,0.068,0.4,Medium,1
57.1,0.223,3.79,Medium,1
18.67,0.115,45.57,Low,0
36.79,1.0,35.62,Medium,0
15.05,0.185,22.23,High,1
32.32,0.0,15.4,Medium,1
60.2,0.215,18.16,Medium,1
31.77,0.544,31.61,Medium,1
54.3,0.478,51.61,Medium,1
32.24,0.0,33.03,Low,0
11.25,0.245,51.4,High,1
35.66,0.637,2.74,Low,0
7.81,0.145,29.06,Medium,1
32.15,0.393,22.43,Medium,1
13.68,0.071,43.32,Low,1
14.35,0.323,17.95,Medium,1
21.78,0.175,44.29,High,1
31.45,0.089,24.02,Medium,1
44.29,0.126,20.38,High,1
24.28,0.756,55.64,Low,0
38.48,0.263,106.56,Medium,1
29.64,0.196,72.16,Low,0
33.81,0.498,44.81,Medium,0
8.35,0.176,114.16,Low,1
9.17,0.227,24.11,Low,1
44.81,0.0,10.91,Low,1
48.72,0.056,3.27,Medium,1
51.07,0.244,31.04,Medium,0
52.53,0.519,82.6,Low,1
8.14,0.066,13.13,High,1
36.55,0.173,41.98,Medium,0
15.06,0.118,141.87,Medium,0
47.32,0.141,3.97,Low,1
22.79,0.089,58.86,High,1
12.83,0.203,15.92,High,1
45.65,0.416,118.72,Medium,1
1.85,0.076,9.1,High,0
39.45,0.065,36.44,High,1
51.73,0.447,72.16,Low,1
23.04,0.139,106.83,Medium,0
44.0,0.137,27.27,Medium,1
21.57,0.387,5.71,Medium,1
13.85,0.219,14.37,High,1
38.21,0.59,81.82,Low,0
22.53,0.088,89.85,Medium,1
13.97,0.0,49.65,Medium,1
19.62,0.489,19.16,Medium,1
12.89,0.201,12.39,Medium,1
32.43,0.341,17.98,Medium,0
15.31,0.0,3.53,High,1
5.38,0.028,58.1,Low,1
59.26,0.463,41.39,Medium,0
38.85,0.582,60.33,Medium,0
42.21,0.184,1.37,Medium,1
46.04,0.086,14.95,Low,1
29.41,0.491,16.52,Low,1
20.56,0.157,52.28,Medium,0
27.2,0.175,89.64,Medium,0
59.73,0.0,7.03,Low,1
4.81,0.61,19.85,Medium,1
24.04,0.053,22.55,Medium,1
28.59,0.901,20.3,Medium,0
16.05,0.206,7.43,High,1
6.86,0.151,37.94,High,1
22.48,0.122,4.09,High,1
50.89,0.345,45.51,Low,0
29.8,0.183,3.14,Low,1
46.79,0.198,18.91,Medium,0
14.22,0.0,59.52,Medium,1
53.86,0.322,41.13,Medium,0
18.43,0.063,8.37,High,1
54.59,0.53,63.26,Low,0
39.8,0.289,31.61,Low,0
54.0,0.121,0.0,Low,1
8.75,0.09,10.87,High,1
42.2,0.223,61.8,High,0
18.36,0.319,57.56,Medium,1
48.46,0.945,70.85,High,0
48.93,0.088,8.49,Low,1
23.74,0.227,82.73,Low,0
26.98,0.064,41.93,Low,0
55.6,0.257,29.61,Medium,0
10.29,0.155,8.22,Medium,1
30.69,0.283,26.05,Medium,1
21.51,0.432,89.54,Low,0
22.3,0.291,37.78,Medium,1
17.02,0.396,102.43,Low,0
3.64,0.261,2.85,High,1
6.41,0.415,2.91,Medium,1
27.75,0.315,22.98,Medium,1
20.68,0.0,73.24,Medium,0
44.7,0.658,25.32,High,0
4.79,0.124,14.46,High,1
38.76,0.676,40.16,High,0
20.19,0.065,16.12,Medium,1
19.9,0.198,25.9,Low,0
52.27,0.207,9.61,Low,1
1.0,0.347,40.04,Medium,1
18.63,0.143,63.37,Medium,1
42.48,0.049,23.55,Medium,1
21.32,0.127,34.18,High,1
23.03,0.19,51.59,Medium,1
30.87,0.645,37.09,Medium,1
23.39,0.257,7.37,Medium,1
47.36,0.204,9.7,Low,1
47.86,0.514,21.32,Medium,1
11.43,0.044,8.98,Medium,1
22.05,0.147,20.09,Low,1
16.49,0.025,21.34,Medium,1
13.22,0.348,19.96,High,1
8.83,0.004,5.85,Medium,1
20.1,0.241,13.83,High,1
22.29,0.183,26.53,Medium,1
23.64,0.516,43.33,Medium,0
34.94,0.381,9.77,Medium,1
62.25,0.489,23.14,Low,0
27.74,0.237,10.6,Medium,1
26.26,0.206,25.49,High,1
41.37,0.647,33.84,Medium,1
17.81,0.28,58.03,Medium,1
40.3,0.459,11.47,Low,1
60.82,0.351,0.0,Medium,1
38.91,0.31,0.0,High,1
10.21,0.0,7.94,Medium,1
16.44,0.035,11.25,High,1
16.59,0.18,10.94,High,1
32.93,0.387,45.25,Low,0
3.66,0.041,0.0,High,0
31.05,0.879,0.85,Low,1
37.38,0.229,2.88,Medium,1
51.37,0.188,18.11,Low,1
15.29,0.717,16.79,High,1
1.0,0.158,5.19,Medium,1
47.24,0.072,5.18,High,1
11.2,0.25,88.1,Low,0
15.67,0.043,26.87,Low,1
